codeInsee,CodePostal,NomOrganisme,NomCommune,Email,Téléphone,Url,Adresse,Latitude,Longitude,dateMiseAJour
10157,10100,Mairie de La Fosse-Corduan,La Fosse-Corduan,mairie.lafossecorduan@orange.fr,03 25 39 26 77,"",9 place de la Mairie,48.4425332,3.6511584,2017-07-10
89129,89480,Mairie de Crain,Crain,comcrain.mairie@orange.fr,03 86 81 84 20,http://www.mairie-de-crain.fr,3 rue de la Mairie,47.5303001404,3.55610990524,2017-04-21
14488,14150,Mairie d'Ouistreham,Ouistreham,info@ville-ouistreham.fr,02 31 97 73 25,http://www.ouistreham-rivabella.fr,Place Albert-Lemarignier,49.2769508362,-0.258111000061,2017-04-21
2A056,20142,Mairie de Campo,Campo,mairie.campo@wanadoo.fr,09 77 91 25 59,"",Le Village,41.8908615112,9.00379657745,2017-05-10
42157,42640,Mairie de Noailly,Noailly,mairienoailly@orange.fr,04 77 66 61 13,http://www.noailly.fr,Le Bourg,46.0844993591,4.06192016602,2016-12-16
74030,74430,Mairie de La Baume,La Baume,mairie@la-baume.fr,04 50 72 10 06,http://www.la-baume.fr,Chef-lieu,46.2824935913,6.61334180832,2016-12-16
53016,53160,Mairie de Bais,Bais,bais53@wanadoo.fr,02 43 37 90 38,http://www.bais.mairie53.fr,2 avenue Auguste-Janvier,48.251281,-0.3635667,2016-08-08
76485,76730,Mairie d'Omonville,Omonville,mairie.omonville@wanadoo.fr,02 35 83 21 73,http://www.communes76.com,735 rue Jacob-Bontemps,49.8292274475,1.02840304375,2016-12-16
77010,77720,Mairie d'Aubepierre-Ozouer-le-Repos,Aubepierre-Ozouer-le-Repos,mairie-aubepierre-ozouer@wanadoo.fr,01 64 06 92 95,http://www.aubepierre-ozouer-le-repos.org,15 rue de Paradis,48.6319706,2.8883129,2017-05-10
54476,54260,Mairie de Saint-Jean-lès-Longuyon,ST JEAN LES LONGUYON,"",03 83 26 62 58,"",9 rue du Château,49.453037262,5.46369218826,2017-06-13
65367,65190,Mairie de Poumarous,Poumarous,"",+33 5 62 35 74 36,"",Le Village,43.1518592834,0.212335005403,2013-04-23
53004,53200,Mairie d'Ampoigné,Ampoigné,ampoigne@chateaugontier.fr,02 43 70 02 14,http://www.ampoigne.fr,1 place de la Liberté,47.810755,-0.824628,2016-08-08
57009,57590,Mairie d'Ajoncourt,Ajoncourt,mairie47@nordnet.fr,03 87 05 46 48,"",5 Grande rue,48.845199585,6.29045009613,2017-06-13
10300,10240,Mairie de Pougy,Pougy,mairie.pougy10@wanadoo.fr,09 75 73 23 89,"",1 ruelle Meldançon,48.4469985962,4.35607004166,2017-07-10
45229,45290,Mairie de Nogent-sur-Vernisson,Nogent-sur-Vernisson,mairie.ngv@wanadoo.fr,02 38 97 60 53,http://www.nogentsurvernisson.fr,17 bis rue Aristide-Briand,47.8455804,2.7423597,2017-05-10
27656,27500,Mairie de Toutainville,Toutainville,commune.toutainville@orange.fr,02 32 41 13 05,"",2 rue Maurice-Rabasse,49.3638305664,0.462188988924,2016-12-16
06061,06510,Mairie des Ferres,Les Ferres,mairie.lesferres@nordnet.fr,04 93 59 08 10,"",5 route du Mont-Saint-Michel,43.8466529846,7.09322881699,2017-07-10
28079,28290,Mairie de Chapelle-Royale,Chapelle-Royale,mairiechapelleroyale@wanadoo.fr,02 37 49 20 13,http://www.chapelle-royale.fr,Place de la Mairie,48.143317,1.053931,2017-05-10
44209,44119,Mairie de Treillières,Treillières,mairie@treillieres.fr,+33 2 40 94 64 16,http://www.treillieres.fr,57 rue de la Mairie,47.32970047,-1.62139999866,2015-08-12
43154,43420,Mairie de Pradelles,Pradelles,mairie-pradelles@wanadoo.fr,04 71 00 80 37,http://www.pradelles-43.fr,Rue du Jeu-de-Paume,44.7697982788,3.88245010376,2017-03-31
54492,54200,Mairie de Sanzey,SANZEY,mairiesanzey54@wanadoo.fr,03 83 62 89 44,"",2 rue du faubourg,48.7707252502,5.837703228,2017-06-13
53030,53170,Mairie du Bignon-du-Maine,Le Bignon-du-Maine,mairie.le.bignon.du.maine@wanadoo.fr,02 43 98 42 64,http://www.lebignondumaine.mairie53.fr,3 rue du Lin,47.9501037598,-0.610701024532,2016-08-08
70339,70270,Mairie de Mélisey,Mélisey,mairie.melisey@wanadoo.fr,03 84 20 84 38,"",10 Grande rue,47.7538565,6.5808907,2016-11-14
41001,41310,Mairie d'Ambloy,Ambloy,mairie.ambloy@wanadoo.fr,02 54 82 81 11,"",18 rue du Bourg,47.7112007,0.975564,2017-05-10
05040,05230,Mairie de Chorges,Chorges,mairie@mairie-chorges.fr,04 92 50 60 30,http://www.mairie-chorges.fr,Grande rue,44.545716,6.275548,2016-07-06
84081,84310,Mairie de Morières-lès-Avignon,Morières-lès-Avignon,contacts@morieres.fr,04 90 83 87 12,http://www.ville-moriereslesavignon.fr,53 rue Louis-Pasteur,43.9424709,4.9053544,2017-07-10
41273,41290,Mairie de Vievy-le-Rayé,Vievy-le-Rayé,mairie-de-vievy-le-raye@wanadoo.fr,02 54 23 23 47,http://www.vievy-le-raye.fr,11 rue du Château,47.8657579,1.3165035,2017-05-10
42002,42130,Mairie d'Ailleux,Ailleux,mairie-ailleux@orange.fr,04 77 24 65 10,http://www.mairieailleux.fr,Le Bourg,45.8033256531,3.94297003746,2016-12-16
15065,15110,Mairie d'Espinasse,Espinasse,espinasse.mairie@wanadoo.fr,04 71 23 55 11,"",Le Bourg,44.8714298,2.9412671,2017-03-31
54161,54450,Mairie de Domèvre-sur-Vezouze,Domèvre-sur-Vezouze,commune.domevre@orange.fr,09 60 44 78 31,"",82 Grande rue,48.5724983215,6.84859991074,2017-06-13
69062,69590,Mairie de Coise,Coise,mairie.coise@cc-hauts-du-lyonnais.fr,04 78 48 41 98,http://www.coise.fr,Le Bourg,45.6273002625,4.47582006454,2016-12-16
19003,19190,Mairie d'Albignac,Albignac,mairie.albignac@orange.fr,05 55 85 51 42,"",Le Bourg,45.1389694214,1.67716097832,2017-03-31
64101,64800,Mairie de Baudreix,Baudreix,mairie.de.baudreix@wanadoo.fr,05 59 61 23 93,http://www.baudreix.com,18 rue de l'Estibette,43.2052587,-0.2591575,2017-02-21
45219,45270,Mairie de Moulon,Moulon,mairie-moulon45@orange.fr,+33 2 38 95 51 52,"",3 rue de la Mairie,48.0563011169,2.60145998001,2015-05-12
35168,35330,Mairie de Val-d'Anast,Val d'Anast,accueil@valdanast.fr,02 99 34 91 29,http://www.mairie-mdb.fr,Maure-de-Bretagne,47.8912010193,-1.98785996437,2017-05-22
12198,12240,Mairie de Rieupeyroux,Rieupeyroux,mairie-rieupeyroux@orange.fr,05 65 65 51 12,http://www.rieupeyroux.fr,22 rue de la Mairie,44.306098938,2.2365899086,2017-10-09
64441,64120,Mairie de Pagolle,Pagolle,mairie@pagolle.fr,+33 5 59 65 95 87,http://www.pagolle.fr,Le Bourg,43.2245292664,-0.989773988724,2016-02-08
30138,30980,Mairie de Langlade,Langlade,accueil@langlade.fr,04 66 81 31 31,http://www.langlade.fr,12 rue Haute,43.8041992188,4.25030994415,2017-07-10
69140,69480,Mairie de Morancé,Morancé,contact@mairie-morance.fr,04 78 43 67 30,http://www.morancemonvillage.com,1 place de l'Église,45.8977814,4.7003546,2016-12-16
32226,32170,Mairie de Manas-Bastanous,Manas-Bastanous,mairie.manas-bastanous@orange.fr,05 62 67 10 15,"",Le Village,43.3718338013,0.360240995884,2017-10-09
50129,50108,Mairie de Cherbourg-en-Cotentin,Cherbourg-en-Cotentin,mairie@cherbourg.fr,02 33 87 88 89,http://www.ville-cherbourg.fr,2 place de la République,49.6422996521,-1.62550997734,2017-04-21
33389,33820,Mairie de Saint-Ciers-sur-Gironde,Saint-Ciers-sur-Gironde,mairie@saint-ciers-sur-gironde.fr,05 57 32 60 45,http://www.saint-ciers-sur-gironde.com,32 avenue de la République,45.2915000916,-0.612991988659,2017-02-21
03019,03230,Mairie de Beaulon,Beaulon,mairie.beaulon@wanadoo.fr,04 70 42 70 89,http://www.beaulon.com,2 rue de la Poste,46.60206,3.6727102,2017-03-31
2A269,20145,Mairie de Sari-Solenzara,Sari-Solenzara,mairiedesolenzara@wanadoo.fr,04 95 57 40 05,http://mairie-sari-solenzara.fr,Mairie annexe,41.8369674683,9.37287521362,2017-05-10
67270,67270,Mairie de Lixhausen,Lixhausen,mairie.lixhausen@payszorn.com,03 88 91 75 38,"",45 rue Principale,48.7932473,7.5527729,2017-03-31
74154,74500,Mairie de Lugrin,Lugrin,courrier@mairie-lugrin.fr,04 50 76 00 38,http://www.mairie-lugrin.fr,Chef-lieu,46.4032669067,6.66356277466,2016-12-16
01073,01350,Mairie de Ceyzérieu,Ceyzérieu,mairiedeceyzerieu@wanadoo.fr,04 79 87 90 11,http://www.ceyzerieu.fr,1 place de la Mairie,45.8475972,5.7813944,2016-12-16
53178,53360,Mairie de Peuton,Peuton,peuton@chateaugontier.fr,02 43 98 88 00,http://www.peuton.mairie53.fr,2 route de Quelaines,47.8854297,-0.8223679,2016-08-08
59134,59244,Mairie de Cartignies,Cartignies,mairie.cartignies@wanadoo.fr,03 27 57 61 61,http://www.cartignies.fr,260 la Place,50.1119622,3.8029378,2016-08-08
51216,51490,Mairie de Dontrien,DONTRIEN,cnedontrien@wanadoo.fr,+33 3 26 03 72 22,"",32 grande rue,49.2395095825,4.41223812103,2017-07-20
52021,52130,Mairie d'Attancourt,Attancourt,attancourt.mairie@wanadoo.fr,03 25 04 94 11,"",1 le Paquis,48.5249710083,4.92968177795,2017-07-10
25630,25580,Mairie de Voires,Voires,mairie.voires@gmail.com,03 81 59 25 11,"",8 route de la Barèche,47.1082992554,6.2981801033,2016-11-14
74038,74250,Mairie de Bogève,Bogève,mairie@bogeve.fr,04 50 36 62 08,http://www.bogeve.fr,7 place de la Mairie,46.0599424,6.367812,2016-12-16
33323,33490,Mairie du Pian-sur-Garonne,Pian-sur-Garonne,mairielepiangaronne@wanadoo.fr,05 56 76 42 42,"",39 Grand'rue,44.5429382324,-0.249411001801,2017-02-21
66126,66400,Mairie d'Oms,Oms,mairie.oms@free.fr,04 68 39 40 13,http://www.oms.fr,Le Village,42.5495986938,2.74485993385,2017-07-10
39197,39190,Mairie de Digna,Digna,mairie.digna@wanadoo.fr,+33 3 84 85 91 72,"","5, rue Fleurie",46.5159988403,5.39330005646,2014-08-05
27118,27930,Mairie de Brosville,Brosville,brosville.mairie@wanadoo.fr,02 32 34 30 98,"",Place de la Mairie,49.0599975586,1.12420797348,2016-12-16
71284,71700,Mairie de Martailly-les-Brancion,Martailly-les-Brancion,martailly-les-brancion@wanadoo.fr,03 85 51 12 56,"",Le Bourg,46.53175354,4.80289411545,2017-04-21
02656,02160,Mairie de Roucy,Roucy,mairie-roucy@wanadoo.fr,03 23 20 78 09,"",9 place de l'Église,49.3727989197,3.84501004219,2016-11-14
29035,29870,Mairie de Coat-Méal,Coat-Méal,mairie.coat-meal@orange.fr,02 98 84 58 32,http://www.coat-meal.fr,12 rue du Garo,48.5083999634,-4.54302978516,2017-02-21
68378,68210,Mairie de Wolfersdorf,Wolfersdorf,mairie@wolfersdorf.fr,03 89 25 11 95,http://www.wolfersdorf.fr,53 rue Principale,47.6394996643,7.11316013336,2017-03-31
01006,01300,Mairie d'Ambléon,Ambléon,commune-ambleon@wanadoo.fr,04 79 81 15 11,"",Grande rue,45.7489053,5.6011956,2016-12-16
31585,31800,Mairie de Villeneuve-de-Rivière,Villeneuve-de-Rivière,mairie.villeneuve4@wanadoo.fr,05 61 94 55 75,http://villeneuve-derivière.fr,Place de la Mairie,43.1226005554,0.665291011333,2017-10-09
76270,76290,Mairie de Fontaine-la-Mallet,Fontaine-la-Mallet,mairie.fontainelamallet@wanadoo.fr,02 35 55 97 45,http://www.fontainelamallet.fr,22 avenue Jean-Jaurès,49.5365982056,0.146328002214,2016-12-16
27331,27630,Mairie de Heubécourt-Haricourt,Heubécourt-Haricourt,mairie.heubecourt-haricourt@wanadoo.fr,02 32 52 66 54,http://www.heubecourt-haricourt.a3w.fr,22 place de l'Église,49.1360168457,1.56057798862,2016-12-16
80499,80110,Mairie de Mailly-Raineval,Mailly-Raineval,mairie.mailly-raineval@orange.fr,03 22 35 02 75,"",Place du Pilori,49.7455558777,2.45341897011,2016-11-14
62346,62270,Mairie de Fortel-en-Artois,Fortel-en-Artois,mairie-fortel-en-artois@wanadoo.fr,+33 3 21 47 32 40,"",3 rue de Bonnières,50.2570991516,2.22625994682,2015-08-12
60539,60870,Mairie de Rieux,Rieux,mairie.de.rieux@wanadoo.fr,+33 3 44 70 72 72,http://www.mairie-rieux.fr,15 rue Jean-Carette,49.2984068,2.5186618,2015-07-08
50616,50300,Mairie du Val-Saint-Père,Le Val-Saint-Père,mairie-de-val-saint-pere@wanadoo.fr,02 33 58 28 39,http://www.levalsaintpere.fr,4 rue Saint-Pierre,48.6637149,-1.3762112,2017-04-21
11025,11600,Mairie de Bagnoles,Bagnoles,mairiedebagnoles@wanadoo.fr.,04 68 77 18 48,http://www.mairiedebagnoles.pagesperso-orange.fr,1 place de l'Église,43.2527999878,2.44167995453,2017-07-10
47026,47700,Mairie de Beauziac,Beauziac,mairiebeauziac@wanadoo.fr,05 53 93 04 01,"",1 route de Casteljaloux,44.3216392,0.0475096,2017-02-21
09019,09130,Mairie d'Artigat,Artigat,mairie.artigat@wanadoo.fr,05 61 68 53 24,"",1 place de la Mairie,43.137172699,1.44022703171,2017-10-09
80760,80220,Mairie de Tilloy-Floriville,Tilloy-Floriville,mairie.tilloyfloriville@orange.fr,+33 3 22 26 17 57,"",32 rue des Tilleuls,49.988383,1.6109608,2015-07-08
52370,52300,Mairie d'Osne-le-Val,Osne-le-Val,mairieosne-le-val@wanadoo.fr,03 25 04 48 57,"",1 place du Renouveau,48.494489,5.193005,2017-07-10
83115,83120,Mairie de Sainte-Maxime,Sainte-Maxime,mairie@sainte-maxime.fr,04 94 79 42 42,http://www.sainte-maxime.fr,27 boulevard des Mimosas,43.3096961975,6.64053297043,2017-07-10
49002,49650,Mairie d'Allonnes,Allonnes,mairie@allonnes-49.fr,02 41 52 00 30,http://www.allonnes-49.fr,135 rue Albert-Pottier,47.2938995361,0.0216339994222,2016-08-08
73231,73130,Mairie de Saint-Étienne-de-Cuines,Saint-Étienne-de-Cuines,mairie@st-etienne-cuines.fr,04 79 56 22 38,http://www.st-etienne-cuines.fr,Place Jean-Viard,45.3417015076,6.29337978363,2016-12-16
15212,15600,Mairie de Saint-Santin-de-Maurs,Saint-Santin-de-Maurs,mairie.stsantindemaurs@wanadoo.fr,04 71 49 12 09,www.saint-santin-de-maurs.fr,Le Bourg,"","",2017-10-17
60128,60220,Mairie de Canny-Sur-Thérain,Canny-Sur-Thérain,"",03 44 82 41 02,"",rue Principale,49.5556983948,1.73464000225,2017-04-03
33062,33910,Mairie de Bonzac,Bonzac,mairie-bonzac@wanadoo.fr,05 57 84 22 06,http://www.bonzac.fr,6 le Moulin,45.007389,-0.223377,2017-02-21
71531,71190,Mairie de La Tagnière,La Tagnière,mairie.latagniere@wanadoo.fr,03 85 54 58 19,"",Le Bourg,46.7883377075,4.21655416489,2017-04-21
39299,39120,Mairie de Longwy-sur-le-Doubs,Longwy-sur-le-Doubs,mairie.longwysurledoubs@wanadoo.fr,03 84 81 62 68,http://www.longwysurledoubs.com,"6, rue du Pont",46.957797,5.373216,2017-07-21
68250,68500,Mairie d'Orschwihr,Orschwihr,mairie.orschwihr@wanadoo.fr,03 89 76 95 07,http://www.mairie-orschwihr.info,11 rue de Soultzmatt,47.9387016296,7.18013000488,2017-03-31
61289,61160,Mairie de Mont-Ormel,Mont-Ormel,mairiedemontormel@wanadoo.fr,+33 2 33 35 69 94,"",La Panthelière,48.8406,0.1567,2015-04-16
76282,76410,Mairie de Freneuse,Freneuse,freneuse.mairie@wanadoo.fr,02 35 77 38 50,http://www.freneuse76.fr,Place de la Mairie,49.3133658,1.0813109,2016-12-16
31220,31560,Mairie de Gibel,Gibel,contactgibel@gmail.com,05 61 08 14 52,http://gibel.fr,19 Grand'rue,43.2931785583,1.67856800556,2017-10-09
95510,95650,Mairie de Puiseux-Pontoise,Puiseux-Pontoise,mairie.puiseux-pontoise.95@wanadoo.fr,01 34 46 10 82,"",12 Grande rue,49.0569992065,2.02215003967,2017-05-10
72215,72600,Mairie de Neufchâtel-en-Saosnois,Neufchâtel-en-Saosnois,mairie.neufchatel-en-saosnois@wanadoo.fr,02 43 97 74 15,http://www.mairie-neufchatel-en-saosnois.com,3 place Maxime-Boisseau,48.376739,0.248163,2016-08-08
16214,16270,Mairie de Mazières,Mazières,mazieres.mairie@wanadoo.fr,05 45 71 21 31,"",Le Bourg,45.836822,0.567567,2016-08-08
05076,05700,Mairie de Méreuil,Méreuil,mairie.mereuil@wanadoo.fr,04 92 67 09 58,"",Le Village,44.3871498108,5.72993278503,2017-07-10
85080,85200,Mairie de Doix-lès-Fontaines,Doix -les-Fontaines,mairie-de-doix@wanadoo.fr,02 51 50 45 45,"",5 rue du Prieur-Gusteau,46.3931007385,-0.805588006973,2016-08-08
76210,76510,Mairie de Dampierre-Saint-Nicolas,Dampierre-Saint-Nicolas,dampsaintnicolas@wanadoo.fr,+33 9 67 43 82 69,"","325, avenue du Château",49.8594818115,1.19959199429,2014-08-04
17309,17360,Mairie de Saint-Aigulin,Saint-Aigulin,st.aigulin@mairie17.com,05 46 04 80 16,"",1 rue Victor-Hugo,45.1598014832,-0.0173099990934,2016-08-08
59217,59144,Mairie d'Eth,Eth,mairie.eth@wanadoo.fr,03 27 35 90 72,"",3 rue d'En-Haut,50.3256364,3.670627,2016-08-08
25440,25520,Mairie de Ouhans,Ouhans,mairie.ouhans@orange.fr,03 81 69 90 89,"",4 Grande rue,46.998726,6.293259,2016-11-14
53125,53190,Mairie de Landivy,Landivy,mairie@landivy.fr,02 43 05 42 05,http://www.landivy.fr,Rue de Normandie,48.4841995239,-1.03753995895,2016-08-08
70545,70500,Mairie de Venisey,Venisey,mairie.venisey@wanadoo.fr,03 84 92 28 83,"",17 Grande rue,47.8318023682,5.99388980865,2016-11-14
71123,71340,Mairie de Chenay-le-Châtel,Chenay-le-Châtel,mairiedechenaylechatel@wanadoo.fr,+33 3 85 25 17 09,"",Le Bourg,46.2267990112,3.93998003006,2016-04-12
13076,13750,Mairie de Plan-d'Orgon,Plan-d'Orgon,mairie@plandorgon.fr,04 90 73 26 00,http://www.plandorgon.fr,Place Lucien-Martin,43.8095612,4.99852,2017-07-10
14747,14930,Mairie de Vieux,Vieux,secretariat@mairievieux.fr,02 31 26 95 19,"",3 rue du Bac-de-Fontenay,49.1107433,-0.4319411,2017-04-21
25592,25160,Mairie de Vaux-et-Chantegrue,Vaux-et-Chantegrue,mairie.vauxetchantegrue@wanadoo.fr,03 81 69 61 25,"",4 la Pyramide,46.8125152588,6.24980401993,2016-11-14
51238,51270,Mairie d'Étoges,Étoges,mairie.etoges@wanadoo.fr,03 26 59 30 12,"",1 place de la Mairie,48.8806991577,3.85477995872,2017-07-10
59042,59830,Mairie de Bachy,Bachy,mairie.bachy@wanadoo.fr,03 20 79 66 21,http://www.mairie-bachy.fr,13 place de la Liberté,50.5532342,3.2593696,2016-08-08
16111,16190,Mairie de Courgeac,Courgeac,mairie.courgeac@wanadoo.fr,05 45 60 26 44,"",Le Bourg,45.3959999084,0.0845850035548,2016-08-08
60290,60480,Mairie de Guignecourt,Guignecourt,mairie.guignecourt@wanadoo.fr,03 44 79 11 52,http://www.guignecourt.fr,165 rue de l'Église,49.4973983765,2.16328001022,2016-11-14
13115,13116,Mairie de Vernègues,Vernègues,mairie.vernegues@wanadoo.fr,04 90 59 36 07,http://www.vernegues.com,Esplanade de la Mairie,43.720199585,5.24510002136,2017-07-10
19165,19260,Mairie de Peyrissac,Peyrissac,mairiedepeyrissac@orange.fr,05 55 98 26 67,"",Le Bourg,45.5019111633,1.69864702225,2017-03-31
33548,33141,Mairie de Villegouge,Villegouge,mairie.villegouge@wanadoo.fr,05 57 84 42 08,http://www.villegouge.fr,3 place du Général-de-Gaulle,44.9673167,-0.3082002,2017-02-21
57444,57690,Mairie de Marange-Zondrange,Marange-Zondrange,mairie.marange-zondrange@wanadoo.fr,03 87 64 37 71,"",9 rue du Ruisseau,49.1111984253,6.53796005249,2017-06-13
69115,69400,Mairie de Limas,Limas,contact@limas.fr,04 74 02 27 90,http://www.limas.fr,1 rue Pierre-Ponot,45.97497,4.70685,2016-12-16
48082,48170,Mairie de Laubert,Laubert,mairielaubert@orange.fr,+33 4 66 47 71 37,"",Le Village,44.5851478577,3.64070701599,2015-07-06
67416,67160,Mairie de Rott,Rott,mairie.rott@cegetel.net,03 88 94 01 86,"",44 rue Principale,49.0041999817,7.88988018036,2017-03-31
02734,02600,Mairie de Taillefontaine,Taillefontaine,mairie-taillefontaine@wanadoo.fr,03 23 96 11 84,"",1 Grande rue,49.3115692139,3.04228806496,2016-11-14
87045,87520,Mairie de Cieux,Cieux,mairie.cieux@wanadoo.fr,05 55 03 30 28,"",6 avenue du Lac,45.9908981323,1.04734003544,2017-03-31
36167,36220,Mairie de Preuilly-la-Ville,Preuilly-la-Ville,mairie.preuilly.laville@orange.fr,02 54 37 53 11,"",1 rue du Campanile,46.6971321,0.9683363,2017-05-10
37001,37160,Mairie d'Abilly,Abilly,mairie.abilly@wanadoo.fr,02 47 59 78 01,http://www.abilly37.fr,Place de la Mairie,46.8863983154,0.730994999409,2017-05-10
69044,69260,Mairie de Charbonnières-les-Bains,Charbonnières-les-Bains,mairie@charbonniereslesbains.com,04 78 19 80 00,http://www.charbonnieres.com,2 place de l'Église,45.7784004211,4.74420022964,2016-12-16
82034,82120,Mairie de Castéra-Bouzet,Castéra-Bouzet,mairie-castera.bouzet@info82.com,05 63 94 03 34,"",Le Bourg,44.0005493,0.9193789,2017-10-09
44221,44810,Mairie de La Chevallerais,La Chevallerais,mairie@lachevallerais.fr,02 40 79 10 12,http://www.lachevallerais.fr,14 place de l'Église,47.4667015076,-1.6730799675,2016-08-08
56154,56220,Mairie de Peillac,Peillac,mairie@peillac.fr,02 99 91 26 76,"",6 rue de la Mairie,47.7131996155,-2.21924996376,2017-02-21
89339,89440,Mairie de Sainte-Colombe,Sainte-Colombe,mairie-saintecolombepresisle@wanadoo.fr,03 86 33 87 10,"",30 Grande rue,47.5665016174,3.9692800045,2017-04-21
86095,86130,Mairie de Dissay,Dissay,accueil@dissay.fr,+33 5 49 52 34 56,http://www.dissay.fr,240 rue de l'Église,46.7020864,0.4319404,2015-08-12
23204,23130,Mairie de Saint-Julien-le-Châtel,Saint-Julien-le-Châtel,mairie.stjulienlechatel@orange.fr,05 55 81 77 63,"",1 rue du Lavoir,46.116141,2.269644,2017-03-31
25328,25720,Mairie de Larnod,Larnod,mairie@larnod.com,03 81 57 29 37,http://www.larnod.fr,1 esplanade Marthe-Dagot,47.1875953674,5.97366189957,2016-11-14
24436,24400,Mairie de Saint-Laurent-des-Hommes,Saint-Laurent-des-Hommes,mairie-saint-laurent-des-hommes@wanadoo.fr,05 53 81 70 12,http://www.saint-laurent-des-hommes.com,Le Bourg,45.0922405,0.3284272,2017-02-21
63168,63160,Mairie de Glaine-Montaigut,Glaine-Montaigut,maire.de.glaine@wanadoo.fr,04 73 68 43 85,http://www.glaine-montaigut.fr,Place de la Résistance,45.754325,3.388654,2017-03-31
57383,57810,Mairie de Languimberg,Languimberg,commune.languimberg@laposte.net,03 87 03 92 40,"",13 rue Principale,48.7457008362,6.85857009888,2017-06-13
05089,05700,Mairie de Montrond,Montrond,mairie.montrond@wanadoo.fr,+33 4 92 67 12 88,"",Le Village,44.3908958435,5.74079608917,2015-08-12
51372,51470,Mairie de Moncetz-Longevas,Moncetz-Longevas,moncetz-longevas.mairie@wanadoo.fr,03 26 67 52 11,http://www.moncetz-longevas.fr,19 Grand'rue,48.8819999,4.4478101,2016-07-06
64210,64350,Mairie d'Escurès,Escurès,mairie.escures@wanadoo.fr,+33 5 59 68 17 39,"",1 chemin des Pyrénées,43.4667652,-0.1270163,2016-02-08
54012,54770,Mairie d'Amance,Amance,mairie@amance.fr,03 83 31 16 45,http://www.amance.fr,20 rue Saint-Jean,48.7554016113,6.28489017487,2017-06-13
59442,59680,Mairie d'Obrechies,Obrechies,obrechies@wanadoo.fr,03 27 67 82 89,http://www.obrechies.fr,12 rue du Fournil,50.2197537,4.026409,2016-08-08
57045,57590,Mairie de Bacourt,Bacourt,mairiedebacourt@wanadoo.fr,03 87 01 39 26,"",1 rue de la Mairie,48.9268989563,6.40702009201,2017-06-13
67077,67310,Mairie de Cosswiller,Cosswiller,mairie-cosswiller@orange.fr,03 88 87 00 39,"",1 place de la Mairie,48.6016998291,7.44118022919,2017-03-31
62504,62500,Mairie de Leulinghem,Leulinghem,mairie.leulinghem62@wanadoo.fr,+33 3 21 93 19 89,"","6, rue de l'École",50.7122993469,2.15772008896,2014-10-29
40195,40500,Mairie de Montgaillard,Montgaillard,mmontgaillard@wanadoo.fr,+33 5 58 03 58 77,"",165 rue Saint-Gilles,43.7419776917,-0.48401299119,2016-02-08
29103,29207,Mairie de Landerneau,Landerneau Cedex,ti-ker-landerne@mairie-landerneau.fr,02 98 85 43 00,http://www.ville-landerneau.fr,2 rue de la Tour-d'Auvergne,48.4508126,-4.2488233,2017-02-21
95203,95600,Mairie d'Eaubonne,Eaubonne,accueil@eaubonne.fr,01 34 27 26 00,http://www.eaubonne.fr,1 rue d'Enghien,48.9911117554,2.2791030407,2017-05-10
15191,15310,Mairie de Saint-Illide,Saint-Illide,mairie.st-illide@wanadoo.fr,04 71 49 70 80,http://www.saint-illide.com,Le Bourg,45.0629119873,2.31165289879,2017-03-31
58133,58800,Mairie de Héry,Héry,mairiedhery@gmail.com,+33 3 86 29 61 73,"",3 rue de la Mairie,47.260838,3.581697,2015-04-22
62239,62903,Mairie de Coquelles,Coquelles,accueil@coquelles.fr,+33 3 21 82 07 43,http://www.coquelles.fr,980 avenue Charles-de-Gaulle,50.9346313477,1.79904997349,2015-08-12
81063,81150,Mairie de Castelnau-de-Lévis,Castelnau-de-Lévis,mairiecastelnaudelevis@orange.fr,05 63 46 15 98,http://www.mairie-castelnaudelevis.com,27 rue Sicard-Alaman,43.9382251,2.0833192,2017-10-09
97408,97419,Mairie de La Possession,La Possession,cabinetmaire@ville-lapossession.fr,+262 262 22 20 02,http://www.ville-lapossession.fr,Rue Waldeck-Rochet,-20.932987,55.335704,2015-07-08
25600,25390,Mairie de Vennes,Vennes,mairie.vennes@wanadoo.fr,03 81 43 68 91,"",7 A rue de la Mairie,47.1540589,6.546216,2016-11-14
64079,64350,Mairie d'Aurions-Idernes,Aurions-Idernes,mairie.aurionsidernes@gmail.com,05 59 04 04 29,"",Le Bourg,43.5378875732,-0.138777002692,2017-02-21
57347,57670,Mairie d'Insviller,Insviller,mairie.insviller@wanadoo.fr,03 87 01 68 12,"",18 rue Principale,48.8889007568,6.87096977234,2017-06-13
54473,54930,Mairie de Saint-Firmin,Saint-Firmin,mairie.desaintfirmin@orange.fr,03 83 25 36 38,"",39 avenue Principale,48.4222984314,6.12855005264,2017-06-13
52216,52160,Mairie de Germaines,Germaines,"","","",Le Bourg,47.798036,5.028652,2017-08-10
07321,07340,Mairie de Thorrenc,Thorrenc,mairie.thorrenc@inforoutes-ardeche.fr,+33 4 75 34 21 07,"",Le Village,45.2357177734,4.76303195953,2015-07-08
79013,79150,Mairie d'Argentonnay,Argenton-les-Vallées,mairie-argentonlesvallees@neuf.fr,+33 5 49 65 70 22,http://www.argentonlesvallees.fr,4 place Léopold-Bergeon,46.9847984314,-0.445096999407,2016-03-30
